snapshot,EN_East,EN_EastMidlands,EN_EastMidlands_Battery,EN_EastMidlands_OtherStorage,EN_East_Battery,EN_East_OtherStorage,EN_London,EN_London_Battery,EN_London_OtherStorage,EN_NorthEast,EN_NorthEast_Battery,EN_NorthEast_OtherStorage,EN_NorthWest,EN_NorthWest_Battery,EN_NorthWest_OtherStorage,EN_SouthEast,EN_SouthEast_Battery,EN_SouthEast_OtherStorage,EN_SouthWest,EN_SouthWest_Battery,EN_SouthWest_OtherStorage,EN_Wales,EN_Wales_Battery,EN_Wales_OtherStorage,EN_WestMidlands,EN_WestMidlands_Battery,EN_WestMidlands_OtherStorage,EN_Yorkshire,EN_Yorkshire_Battery,EN_Yorkshire_OtherStorage,NorthernIreland,NorthernIreland_Battery,NorthernIreland_OtherStorage,Scotland,Scotland_Battery,Scotland_OtherStorage
2030-01-01 00:00:00,576.573292112379,2447.136604052206,0.0,0.0,0.0,0.0,-4529.315621600535,0.0,0.0,-1103.655228859743,0.0,0.0,-141.70852120955647,0.0,0.0,-963.9047978007974,0.0,0.0,-438.46773649292436,0.0,0.0,3734.172843118769,0.0,0.0,-2777.6332913717765,0.0,0.0,481.0487446393737,0.0,0.0,195.17962427236785,0.0,0.0,2520.574089142098,0.0,0.0
2030-01-01 01:00:00,1170.7416045195241,2408.765321487656,0.0,0.0,0.0,0.0,-4377.852558695359,0.0,0.0,-906.0279186189905,0.0,0.0,-714.7654899507588,0.0,0.0,-304.45166183579295,0.0,0.0,-1345.9615277727498,0.0,0.0,4210.648298513016,0.0,0.0,-3015.97867070011,0.0,0.0,-295.89446424749667,0.0,0.0,356.3517262042915,0.0,0.0,2814.425341100176,0.0,0.0
2030-01-01 02:00:00,766.2399495897989,1807.154008993311,0.0,0.0,0.0,0.0,-4251.08552166844,0.0,0.0,-1020.6359862961924,0.0,0.0,60.719974150834105,0.0,0.0,-689.0907065421287,0.0,0.0,-263.8456486250411,0.0,0.0,3827.049381978403,0.0,0.0,-2602.8608264487425,0.0,0.0,-625.9194640336358,0.0,0.0,280.24460678895997,0.0,0.0,2712.030232118799,0.0,0.0
2030-01-01 03:00:00,-567.470965499138,2236.6889367670515,0.0,0.0,0.0,0.0,-4073.7868705642645,0.0,0.0,-814.6167000247162,0.0,0.0,-484.25813784172533,0.0,0.0,-3.225114596678395,0.0,0.0,-1154.7446144259402,0.0,0.0,4323.0452869491755,0.0,0.0,-2824.919908844091,0.0,0.0,-122.66360741839208,0.0,0.0,436.766342526048,0.0,0.0,3049.1853529495884,0.0,0.0
2030-01-01 04:00:00,936.7060232352324,2047.8643147457178,0.0,0.0,0.0,0.0,-4008.997001371212,0.0,0.0,-946.9596517062355,0.0,0.0,-793.4301208158647,0.0,0.0,-446.9459419014164,0.0,0.0,-1093.1929362617134,0.0,0.0,3943.966043521434,0.0,0.0,-2450.77381499479,0.0,0.0,-464.3364845164059,0.0,0.0,335.3698980864554,0.0,0.0,2940.7296719674996,0.0,0.0
2030-01-01 05:00:00,1431.8969483634396,4367.185116990203,0.0,0.0,0.0,0.0,-4002.650625965021,0.0,0.0,-792.2263080107767,0.0,0.0,-411.08907175778495,0.0,0.0,68.99080633380618,0.0,0.0,-2370.6203867381114,0.0,0.0,-305.53663554761306,0.0,0.0,-2780.2375214892286,0.0,0.0,1193.1001981422414,0.0,0.0,457.21156114198754,0.0,0.0,3143.975918534658,0.0,0.0
2030-01-01 06:00:00,786.3220097901672,3692.230726138114,0.0,0.0,0.0,0.0,-4226.795964496321,0.0,0.0,-1010.5228104204202,0.0,0.0,-974.4217714924596,0.0,0.0,-663.8392547469319,0.0,0.0,-1226.5026525436547,0.0,0.0,3674.846063697114,0.0,0.0,-2587.503075297669,0.0,0.0,-601.8102703167478,0.0,0.0,324.84275107534035,0.0,0.0,2813.1542486211956,0.0,0.0
2030-01-01 07:00:00,-38.455457349570224,4084.3598698650094,0.0,0.0,0.0,0.0,-4487.251734089936,0.0,0.0,-933.3096032344333,0.0,0.0,-811.285402278952,0.0,0.0,-413.3417574768346,0.0,0.0,-2666.9322613806125,0.0,0.0,4171.603212620967,0.0,0.0,-3084.448996590495,0.0,0.0,889.6057233045144,0.0,0.0,418.3617064359572,0.0,0.0,2871.094700178992,0.0,0.0
2030-01-01 08:00:00,787.2424867732625,3853.4512618898852,0.0,0.0,0.0,0.0,-4941.446455298881,0.0,0.0,-1066.1494169405967,0.0,0.0,-98.90750745639616,0.0,0.0,-2346.7540467250137,0.0,0.0,-705.7366675647932,0.0,0.0,4005.4805607572753,0.0,0.0,-3057.533068367046,0.0,0.0,626.0757574455606,0.0,0.0,333.9645106617045,0.0,0.0,2610.3125848384416,0.0,0.0
2030-01-01 09:00:00,489.4139155302355,3649.06811762875,0.0,0.0,0.0,0.0,-4841.928718952312,0.0,0.0,-1197.0083466074898,0.0,0.0,-438.8568930831684,0.0,0.0,-1304.1692324934993,0.0,0.0,-744.9344376931003,0.0,0.0,3858.8753054315357,0.0,0.0,-3339.304776465274,0.0,0.0,1095.4011738704326,0.0,0.0,415.24252679990536,0.0,0.0,2358.2013660172274,0.0,0.0
2030-01-01 10:00:00,387.4158480697288,4176.160257884148,0.0,0.0,0.0,0.0,-5133.30998859768,0.0,0.0,-1254.5651517827837,0.0,0.0,297.66334349070803,0.0,0.0,-1490.9764591004769,0.0,0.0,-779.250298074181,0.0,0.0,3830.9907348194943,0.0,0.0,-3469.8032607433283,0.0,0.0,659.9174015045135,0.0,0.0,363.11036802775425,0.0,0.0,2412.6472045182354,0.0,0.0
2030-01-01 11:00:00,993.1330193384729,3526.0812581365403,0.0,0.0,0.0,0.0,-5262.429852883057,0.0,0.0,-1144.3209442524965,0.0,0.0,167.07482419127155,0.0,0.0,-1597.7500066913626,0.0,0.0,-733.6021735516288,0.0,0.0,4155.522627069754,0.0,0.0,-3540.6504221128857,0.0,0.0,1078.3569152054229,0.0,0.0,354.75124610654257,0.0,0.0,2003.8335094593144,0.0,0.0
