snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,PV,Wind,Wind offshore,demand
2030-04-29 22:00:00,67.1688820709,0.357211806795,110.938928689,10.9501971503,3733.8737896301964,62.0548206035,0.0,588.244356515,1409.33573069,1655.517809249601
2030-04-29 23:00:00,67.1688820709,0.307563030649,110.938928689,9.42823209555,1076.4098113518646,62.0548206035,0.0,587.02885542,1400.6899888,1533.995744586302
2030-04-30 00:00:00,67.1688820709,0.318848413471,110.938928689,9.774181374,0.0,62.0548206035,0.0,615.041276734,1288.42244378,1343.4626569816426
2030-04-30 01:00:00,67.1688820709,0.298830494763,110.938928689,9.16053940524,0.0,62.0548206035,0.0,644.421678844,1126.26776199,1310.0159572607226
2030-04-30 02:00:00,67.1688820709,0.28766319517,110.938928689,8.81820992491,0.0,62.0548206035,0.0,640.952747911,899.134864986,1283.121323632251
2030-04-30 03:00:00,67.1688820709,0.320314011091,110.938928689,9.81910873243,0.0,62.0548206035,0.0,643.425025879,724.909426391,1271.0175278292975
2030-04-30 04:00:00,67.1688820709,0.347939863509,110.938928689,10.6659691236,483.3295749297554,62.0548206035,0.0,659.178514219,575.843188351,1318.6994484923002
2030-04-30 05:00:00,67.1688820709,0.394819708445,110.938928689,12.1030536058,3197.9939491490227,62.0548206035,0.436858379129,650.034840573,507.539645646,1554.6912628241355
2030-04-30 06:00:00,67.1688820709,0.471784669768,110.938928689,14.4623863158,4998.045455829,62.0548206035,42.8496120071,613.912453453,510.158960273,1852.6838357121367
2030-04-30 07:00:00,67.1688820709,0.440842445865,110.938928689,13.513863771,4998.045455829,62.0548206035,111.61947324,572.010071914,503.627485753,2012.0927731946185
2030-04-30 08:00:00,67.1688820709,0.440397826363,110.938928689,13.5002341229,4998.045455829,62.0548206035,219.922947536,555.818738966,459.19978504,2094.8013988240573
2030-04-30 09:00:00,67.1688820709,0.469099682076,110.938928689,14.3800790011,4998.045455829,62.0548206035,353.053584727,570.754737441,421.494504145,2128.217831791449
2030-04-30 10:00:00,67.1688820709,0.445852548553,110.938928689,13.6674466345,4998.045455829,62.0548206035,430.845918528,547.033976577,377.762756229,2161.4523413923007
2030-04-30 11:00:00,67.1688820709,0.405711480505,110.938928689,12.4369368905,4998.045455829,62.0548206035,473.229392569,536.747329963,408.938279985,2177.614303508319
2030-04-30 12:00:00,67.1688820709,0.404354728311,110.938928689,12.3953461487,4998.045455829,62.0548206035,527.843145646,465.592273921,490.158951998,2154.422706284848
2030-04-30 13:00:00,67.1688820709,0.391196079581,110.938928689,11.9919725897,4998.045455829,62.0548206035,535.535677937,406.772973264,533.452297014,2124.0148693295046
2030-04-30 14:00:00,67.1688820709,0.38697038691,110.938928689,11.8624355281,4998.045455829,62.0548206035,501.90751978,357.101620955,542.25814238,2099.858610137582
2030-04-30 15:00:00,67.1688820709,0.445008293635,110.938928689,13.6415663091,4998.045455829,62.0548206035,449.51989579,316.582090582,532.009327969,2133.766413759587
2030-04-30 16:00:00,67.1688820709,0.485072246105,110.938928689,14.8697121033,4998.045455829,62.0548206035,332.78267287,254.507845225,522.56515,2147.176441933476
2030-04-30 17:00:00,67.1688820709,0.484915605087,110.938928689,14.8649103303,4998.045455829,62.0548206035,196.236164514,198.485478043,578.292445155,2124.3569240000456
2030-04-30 18:00:00,67.1688820709,0.485622096239,110.938928689,14.8865675579,4998.045455829,62.0548206035,80.1085739413,156.517075692,626.428584874,2106.4307733543737
2030-04-30 19:00:00,67.1688820709,0.496076478383,110.938928689,15.2070428148,4998.045455829,62.0548206035,3.59531472504,127.961894263,636.484704246,2069.734069995264
2030-04-30 20:00:00,67.1688820709,0.49533343766,110.938928689,15.1842651735,4998.045455829,62.0548206035,0.0,113.819581427,674.099717873,1992.2393971069541
2030-04-30 21:00:00,67.1688820709,0.498277485496,110.938928689,15.274513882,4998.045455829,62.0548206035,0.0,120.267408207,730.176725844,1838.1244780176023
2030-04-30 22:00:00,67.1688820709,0.498984378292,110.938928689,15.2961834218,4998.045455829,62.0548206035,0.0,170.58650472,784.252557496,1612.4441027004502
2030-04-30 23:00:00,67.1688820709,0.487488935849,110.938928689,14.9437948426,4716.734361873637,62.0548206035,0.0,214.389472779,807.879254122,1449.8606266852419
2030-05-01 00:00:00,67.1688820709,0.456289258377,110.938928689,13.987380153,2706.8910752573574,62.0548206035,0.0,262.85654713,737.52804305,1382.6272710677729
2030-05-01 01:00:00,67.1688820709,0.407112011856,110.938928689,12.4798696663,4998.045455829,62.0548206035,0.0,313.065471219,698.065888425,1362.7580755569313
2030-05-01 02:00:00,67.1688820709,0.375225925414,110.938928689,11.502413361,4456.4891125117665,62.0548206035,0.0,371.090574138,658.441794391,1336.3276935719118
2030-05-01 03:00:00,67.1688820709,0.373205657936,110.938928689,11.4404828011,0.0,62.0548206035,0.0,431.542035877,720.215379668,1325.7900206635231
2030-05-01 04:00:00,67.1688820709,0.413116985825,110.938928689,12.6639499447,2866.5085045949377,62.0548206035,0.0,500.430211723,789.404346547,1370.3139486190614
2030-05-01 05:00:00,67.1688820709,0.493742928871,110.938928689,15.1355087089,4998.045455829,62.0548206035,0.599229398001,567.933417101,892.93510059,1575.5067181172835
2030-05-01 06:00:00,67.1688820709,0.539538335995,110.938928689,16.5393501471,4155.50485486143,62.0548206035,74.3749978183,636.374787494,1012.28767741,1839.719656995554
2030-05-01 07:00:00,67.1688820709,0.525810156592,110.938928689,16.1185178338,4998.045455829,62.0548206035,266.7375786,695.606992484,1073.05421601,1964.1951111124663
2030-05-01 08:00:00,67.1688820709,0.544920360687,110.938928689,16.7043341435,4998.045455829,62.0548206035,481.336387218,732.93574584,1098.83702659,2006.8920571136985
2030-05-01 09:00:00,67.1688820709,0.495361954358,110.938928689,15.1851393425,2642.374898406235,62.0548206035,656.074560647,803.743803993,1110.38460487,2015.5273636736592
2030-05-01 10:00:00,67.1688820709,0.514327566746,110.938928689,15.7665232463,1600.4811887931098,62.0548206035,769.092322484,865.358858953,1139.89677225,2025.4027193035072
2030-05-01 11:00:00,67.1688820709,0.516753494294,110.938928689,15.840889167,1481.165364971406,62.0548206035,799.761425008,872.276595311,1117.27848424,2030.5747021464115
2030-05-01 12:00:00,67.1688820709,0.515954223462,110.938928689,15.8163878123,1182.8561388281753,62.0548206035,817.569161015,802.428440323,1096.58423369,2005.1536962137225
2030-05-01 13:00:00,67.1688820709,0.514906335222,110.938928689,15.784265182,0.0,62.0548206035,794.933692777,770.061538055,1075.10921471,1975.9476511518071
2030-05-01 14:00:00,67.1688820709,0.467954194433,110.938928689,14.3449644968,1901.3125920055777,62.0548206035,674.113046863,715.865148867,1102.78557396,1957.6739574642882
2030-05-01 15:00:00,67.1688820709,0.534173180334,110.938928689,16.3748832647,3198.54371786509,62.0548206035,505.375476943,674.788662329,1083.8054151,1996.4299300221162
2030-05-01 16:00:00,67.1688820709,0.537334115732,110.938928689,16.471780582,4395.738075313002,62.0548206035,332.899467338,650.583147669,1076.34829298,2029.499627061089
2030-05-01 17:00:00,67.1688820709,0.520565494022,110.938928689,15.957744623,2837.314077214218,62.0548206035,176.892603796,639.733928769,1160.61907577,2035.7792923717832
2030-05-01 18:00:00,67.1688820709,0.540209482507,110.938928689,16.5599238977,4998.045455829,62.0548206035,57.1872476802,597.488057254,1135.47440605,2025.8705222460399
2030-05-01 19:00:00,67.1688820709,0.54241048962,110.938928689,16.6273949649,3305.4451398731703,62.0548206035,2.63955222488,590.78858543,1085.62485898,1980.1736970577751
2030-05-01 20:00:00,67.1688820709,0.543824275211,110.938928689,16.6707340445,2455.1494677099645,62.0548206035,0.0,554.46113742,1122.23167882,1884.1631964537216
2030-05-01 21:00:00,67.1688820709,0.518323920902,110.938928689,15.8890300197,4383.773674352658,62.0548206035,0.0,561.75010063,1163.59877522,1733.9674587452332
2030-05-01 22:00:00,67.1688820709,0.499892494547,110.938928689,15.3240213932,0.0,62.0548206035,0.0,564.736484005,1133.07553024,1545.9176170227151
2030-05-01 23:00:00,67.1688820709,0.436581408554,110.938928689,13.3832432323,0.0,62.0548206035,0.0,589.594029949,976.081489563,1418.3008774462858
2030-05-02 00:00:00,67.1688820709,0.371751707982,110.938928689,11.3959124976,1457.74501503897,62.0548206035,0.0,574.338777823,847.258227526,1353.6585173535188
2030-05-02 01:00:00,67.1688820709,0.354685869982,110.938928689,10.8727654821,1653.4788024786426,62.0548206035,0.0,560.662369221,772.345976713,1330.3279351978463
2030-05-02 02:00:00,67.1688820709,0.352814210649,110.938928689,10.8153904505,2360.620874418646,62.0548206035,0.0,531.691208224,641.144766375,1307.8142325420647
2030-05-02 03:00:00,67.1688820709,0.358421155777,110.938928689,10.9872693005,3342.914042490956,62.0548206035,0.0,507.883237397,500.421855686,1300.4842705282695
2030-05-02 04:00:00,67.1688820709,0.366630751651,110.938928689,11.2389314562,4998.045455829,62.0548206035,0.0,480.28401103,418.93294109,1349.491148593724
2030-05-02 05:00:00,67.1688820709,0.452871271053,110.938928689,13.882603003,4998.045455829,62.0548206035,1.25743327609,443.735150319,386.892717899,1570.882281023541
2030-05-02 06:00:00,67.1688820709,0.517841546898,110.938928689,15.8742430212,428.6718311263339,62.0548206035,77.1952132112,431.871132141,345.315933017,1850.0524845160637
2030-05-02 07:00:00,67.1688820709,0.5440331299,110.938928689,16.6771364086,1074.2768154495159,62.0548206035,259.035378322,460.995904476,264.03051097,1984.4494611508726
2030-05-02 08:00:00,67.1688820709,0.526115807397,110.938928689,16.1278874474,0.0,62.0548206035,450.774546194,499.571551595,180.252335439,2028.9202810428872
2030-05-02 09:00:00,67.1688820709,0.515496751364,110.938928689,15.8023641726,4998.045455829,62.0548206035,613.978267134,485.729551595,125.739443857,2030.911591291016
2030-05-02 10:00:00,67.1688820709,0.514078949336,110.938928689,15.7589019706,0.0,62.0548206035,713.079856924,459.972931865,71.2213875086,2038.8974943872752
2030-05-02 11:00:00,67.1688820709,0.513617059157,110.938928689,15.7447428963,4998.045455829,62.0548206035,716.916725013,498.338571231,45.0065982653,2043.0962598593972
