snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,Nuclear,PV,SCGT,SCGT_CHP,Wind,Wind offshore,demand
2030-04-08 16:00:00,170.69109399,5.14340017698,120.50029013,69.537704194,1063.748403789,3.76269557687,1975.20615723,369.701342434,0.0,0.0,214.49983032,883.201225116,4003.312312477385
2030-04-08 17:00:00,170.69109399,5.20613289614,120.50029013,70.3858375529,0.0,3.76269557687,1975.20615723,202.590004952,0.0,0.0,177.093378389,886.533485614,4149.272704916804
2030-04-08 18:00:00,170.69109399,5.30533887369,120.50029013,71.7270818045,0.0,3.76269557687,1975.20615723,31.9797707429,0.0,0.0,129.535926788,912.012471355,4262.4862948279015
2030-04-08 19:00:00,170.69109399,5.52126249121,120.50029013,74.6463243536,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,98.2275221967,984.660051384,4273.502877192219
2030-04-08 20:00:00,170.69109399,5.45860608434,120.50029013,73.799222721,1063.748403789,3.76269557687,1975.20615723,0.0,0.0,0.0,81.1518376059,1098.86092586,4121.386428734822
2030-04-08 21:00:00,170.69109399,4.0756667245,120.50029013,55.1021692518,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,69.6509313441,1207.73323758,3856.189542027024
2030-04-08 22:00:00,170.69109399,3.94798421332,120.50029013,53.3759281685,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,63.8693410331,1235.94430965,3534.4483467695572
2030-04-08 23:00:00,170.69109399,3.76346511152,120.50029013,50.881268162,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,56.5010866914,1175.33512808,3238.5585300785224
2030-04-09 00:00:00,170.69109399,3.74671657199,120.50029013,50.6548313795,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,62.0155230378,1084.69812759,2829.0069225546367
2030-04-09 01:00:00,170.69109399,3.74667640763,120.50029013,50.6542883656,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,73.9788023265,1057.33533482,2781.6036227310287
2030-04-09 02:00:00,170.69109399,3.75848473046,120.50029013,50.8139344425,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,88.9656841258,1099.86852108,2710.0823695847193
2030-04-09 03:00:00,170.69109399,3.76326428971,120.50029013,50.8785530927,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,110.805126037,1142.75614096,2682.7200304656476
2030-04-09 04:00:00,170.69109399,3.57541556219,120.50029013,48.3388772366,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,139.093000429,1207.84492782,2794.996324288553
2030-04-09 05:00:00,170.69109399,4.13309774769,120.50029013,55.8786247802,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,173.567759317,1312.05590926,3302.5917198689585
2030-04-09 06:00:00,170.69109399,5.15307175568,120.50029013,69.6684619332,0.0,3.76269557687,1975.20615723,1.15321047693,0.0,0.0,206.586172546,1475.20414169,3952.78796389938
2030-04-09 07:00:00,170.69109399,5.57680578932,120.50029013,75.3972582303,0.0,3.76269557687,1975.20615723,26.5768041433,0.0,0.0,229.384363691,1636.97132093,4246.935358612855
2030-04-09 08:00:00,170.69109399,5.44165672299,120.50029013,73.5700708691,0.0,3.76269557687,1975.20615723,77.1376507105,0.0,0.0,241.945819188,1700.82463622,4356.812305311571
2030-04-09 09:00:00,170.69109399,5.00033069819,120.50029013,67.6034344983,0.0,3.76269557687,1975.20615723,134.183578872,0.0,0.0,250.540830344,1713.83613578,4404.743304468601
2030-04-09 10:00:00,170.69109399,4.21017717745,120.50029013,56.9207226924,0.0,3.76269557687,1975.20615723,186.8528326,0.0,0.0,232.385048606,1628.01653341,4448.49785620439
2030-04-09 11:00:00,170.69109399,4.4746153295,120.50029013,60.4958716915,0.0,3.76269557687,1975.20615723,238.556845521,0.0,0.0,254.391841532,1704.95088565,4473.64192791474
2030-04-09 12:00:00,170.69109399,4.26001713597,120.50029013,57.5945486,0.0,3.76269557687,1975.20615723,256.231077489,0.0,0.0,273.367512223,1719.64562816,4416.468175150872
2030-04-09 13:00:00,170.69109399,4.22282493548,120.50029013,57.0917177591,0.0,3.76269557687,1975.20615723,266.104689245,0.0,0.0,293.156307334,1693.14506662,4341.468130397656
2030-04-09 14:00:00,170.69109399,4.6691715057,120.50029013,63.1262308633,0.0,3.76269557687,1975.20615723,272.112011186,0.0,0.0,305.783851798,1620.75950808,4292.16210315732
2030-04-09 15:00:00,170.69109399,4.83179701302,120.50029013,65.3248940109,0.0,3.76269557687,1975.20615723,243.364101315,0.0,0.0,296.100055468,1568.05836419,4383.458013686775
2030-04-09 16:00:00,170.69109399,5.47551126488,120.50029013,74.0277772576,0.0,3.76269557687,1975.20615723,191.354335474,0.0,0.0,271.262409539,1557.01993506,4466.172021603508
2030-04-09 17:00:00,170.69109399,5.57596233769,120.50029013,75.3858549391,0.0,3.76269557687,1975.20615723,104.09765466,0.0,0.0,268.219657613,1621.7496306,4476.988058591888
