snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,Nuclear,Oil,PV,SCGT,SCGT_CHP,Wind,Wind offshore,demand
2030-05-29 00:00:00,190.213506983,4.60534294205,176.325152502,15.6759558421,0.0,0.639224419425,0.0,0.0,0.0,0.0,0.0,13.6497671459,4.72771221435,3161.0071688972807
2030-05-29 01:00:00,190.213506983,4.66935826999,176.325152502,15.89385524,0.0,0.639224419425,0.0,0.0,0.0,0.0,0.0,12.5784496262,6.66938356361,3105.1911725423424
2030-05-29 02:00:00,190.213506983,4.6001468382,176.325152502,15.6582690171,0.0,0.639224419425,0.0,0.0,0.0,0.0,0.0,11.488511151,10.0228384562,3063.4446974290877
2030-05-29 03:00:00,190.213506983,4.61448439132,176.325152502,15.7070720818,0.0,0.639224419425,0.0,0.0,0.0,0.0,0.0,9.95105156145,13.8520473937,3056.699504210098
2030-05-29 04:00:00,190.213506983,5.20037657975,176.325152502,17.7013687476,0.0,0.639224419425,0.0,0.0,0.00302030027434,0.0,0.0,8.41679641126,18.3631533613,3166.2289327747403
2030-05-29 05:00:00,190.213506983,7.85530863584,176.325152502,26.7383933946,3039.9273479889753,0.639224419425,0.0,0.0,41.6917621497,0.0,0.0,7.67019057245,24.7943656847,3679.141398918587
2030-05-29 06:00:00,190.213506983,9.68845042511,176.325152502,32.9781566657,3854.646925258,0.639224419425,0.0,0.0,170.562033934,0.0,0.0,7.19086621191,35.9906108094,4360.898483427547
2030-05-29 07:00:00,190.213506983,9.8816548295,176.325152502,33.6357979641,3854.646925258,0.639224419425,0.0,0.0,381.007839038,0.0,0.0,6.87412817974,49.3198436427,4758.426366538716
2030-05-29 08:00:00,190.213506983,10.8317191884,176.325152502,36.8696867591,3854.646925258,0.639224419425,0.0,0.0,649.173024994,0.0,0.0,7.88335364939,62.0522555023,4884.559081912543
2030-05-29 09:00:00,190.213506983,10.2932634828,176.325152502,35.0368573759,2226.962254596572,0.639224419425,0.0,0.0,899.723751103,0.0,0.0,9.81697535276,71.8455564554,4885.940877233658
