snapshot,EN_East,EN_EastMidlands,EN_EastMidlands_Battery,EN_EastMidlands_OtherStorage,EN_East_Battery,EN_East_OtherStorage,EN_London,EN_London_Battery,EN_London_OtherStorage,EN_NorthEast,EN_NorthEast_Battery,EN_NorthEast_OtherStorage,EN_NorthWest,EN_NorthWest_Battery,EN_NorthWest_OtherStorage,EN_SouthEast,EN_SouthEast_Battery,EN_SouthEast_OtherStorage,EN_SouthWest,EN_SouthWest_Battery,EN_SouthWest_OtherStorage,EN_Wales,EN_Wales_Battery,EN_Wales_OtherStorage,EN_WestMidlands,EN_WestMidlands_Battery,EN_WestMidlands_OtherStorage,EN_Yorkshire,EN_Yorkshire_Battery,EN_Yorkshire_OtherStorage,NorthernIreland,NorthernIreland_Battery,NorthernIreland_OtherStorage,Scotland,Scotland_Battery,Scotland_OtherStorage
2030-01-01 00:00:00,710.4261031079191,3660.2039328534524,0.0,0.0,0.0,0.0,-4600.207610043685,0.0,0.0,-1002.502899043333,0.0,0.0,-15.022032575457047,0.0,0.0,-1165.4907507374273,0.0,0.0,-675.5018244806042,0.0,0.0,4099.119579053538,0.0,0.0,-2878.0161015161016,0.0,0.0,-633.5360744516223,0.0,0.0,119.04622474067894,0.0,0.0,2381.4814530945177,0.0,0.0
2030-01-01 01:00:00,895.2835716698237,4029.7339398638433,0.0,0.0,0.0,0.0,-4482.285576995659,0.0,0.0,-1316.9251682469203,0.0,0.0,-242.76125715050898,0.0,0.0,-1048.8953226782633,0.0,0.0,-626.8644723581888,0.0,0.0,4139.560845390001,0.0,0.0,-2803.962253612972,0.0,0.0,-1310.0254324825364,0.0,0.0,280.2147252920155,0.0,0.0,2486.9264013127663,0.0,0.0
2030-01-01 02:00:00,438.9751970531488,3945.2392116737374,0.0,0.0,0.0,0.0,-4288.375597466481,0.0,0.0,-1431.4790496238124,0.0,0.0,154.786712108154,0.0,0.0,-1066.9258805820186,0.0,0.0,-500.84747206269094,0.0,0.0,3645.056475818155,0.0,0.0,-3015.6240701654247,0.0,0.0,-809.2939500006255,0.0,0.0,325.84229211245497,0.0,0.0,2602.646131141329,0.0,0.0
2030-01-01 03:00:00,486.346145592192,3511.549061903123,0.0,0.0,0.0,0.0,-4265.657151228294,0.0,0.0,-1388.0580889177363,0.0,0.0,-44.63665207947486,0.0,0.0,-380.9314566382186,0.0,0.0,-1391.6916949440001,0.0,0.0,4141.096688668292,0.0,0.0,-3029.433439841448,0.0,0.0,-721.1728908222019,0.0,0.0,360.6673956011191,0.0,0.0,2721.9220826835685,0.0,0.0
2030-01-01 04:00:00,556.9993985569126,3735.438150362571,0.0,0.0,0.0,0.0,-4200.869304581701,0.0,0.0,-1357.7320032496254,0.0,0.0,-38.49342315358467,0.0,0.0,-281.8177916741265,0.0,0.0,-1330.1407864793632,0.0,0.0,3762.016822260332,0.0,0.0,-2655.287970323872,0.0,0.0,-1062.8482522983059,0.0,0.0,259.2706463813144,0.0,0.0,2613.4645141881497,0.0,0.0
2030-01-01 05:00:00,538.4815198649999,3996.4183414951513,0.0,0.0,0.0,0.0,-4073.308907053641,0.0,0.0,-1365.6651656030167,0.0,0.0,61.27912257604498,0.0,0.0,-675.2221398740238,0.0,0.0,-1244.5834598191313,0.0,0.0,3863.39775739166,0.0,0.0,-2880.5481894655363,0.0,0.0,-1078.347922283608,0.0,0.0,259.39507031561067,0.0,0.0,2598.703972453298,0.0,0.0
2030-01-01 06:00:00,920.3254247722175,3457.853468403484,0.0,0.0,0.0,0.0,-4418.673551094911,0.0,0.0,-1258.62775040999,0.0,0.0,183.58628560647048,0.0,0.0,-498.71583636922196,0.0,0.0,-1336.2218096010156,0.0,0.0,3671.1644932848544,0.0,0.0,-2792.01886153412,0.0,0.0,-785.0170354164477,0.0,0.0,370.4610121716204,0.0,0.0,2485.8841601947856,0.0,0.0
2030-01-01 07:00:00,718.1731177901579,3849.9933428109193,0.0,0.0,0.0,0.0,-4557.907579867006,0.0,0.0,-1344.0772008714935,0.0,0.0,-56.335233199582035,0.0,0.0,-791.0413714197548,0.0,0.0,-662.1446251785023,0.0,0.0,3989.6569282666433,0.0,0.0,-3288.960208641438,0.0,0.0,-621.7411929519576,0.0,0.0,220.54558258984724,0.0,0.0,2543.838440676772,0.0,0.0
2030-01-01 08:00:00,563.8224029192925,3749.7158301858035,0.0,0.0,0.0,0.0,-5013.097765623632,0.0,0.0,-1128.0457166925366,0.0,0.0,-288.6119029742763,0.0,0.0,-1065.8814538657716,0.0,0.0,-840.7491429057832,0.0,0.0,3934.1665843955975,0.0,0.0,-3158.150270479354,0.0,0.0,518.6034247661805,0.0,0.0,257.71668792977744,0.0,0.0,2470.5113223581016,0.0,0.0
2030-01-01 09:00:00,485.00489898534533,3641.80475641948,0.0,0.0,0.0,0.0,-5419.363466764412,0.0,0.0,-1201.0143000718099,0.0,0.0,433.75502276183124,0.0,0.0,-1313.7522628569195,0.0,0.0,-747.17184907409,0.0,0.0,3854.745965309276,0.0,0.0,-3058.9367327623636,0.0,0.0,561.4783944399924,0.0,0.0,413.8030158011054,0.0,0.0,2349.6465577958074,0.0,0.0
