snapshot,BECCS,Biogas,Biomass,CCGT,CCGT CCS,DSR,Hard coal,Hydro,Lignite,Nuclear,Oil,Other RES,PV,SCGT,Wind,Wind offshore
29/10/2030 07:00:00,550.0,10757.5407,22096.683958,49610.2474745116,860.0,64868.3127,5397.9652269,19473.9590019738,3429.3242871,99799.1,4742.537776056,9711.704121526,35851.762812,3294.8939745,46151.417997,42295.828516768
29/10/2030 08:00:00,550.0,10764.8559,22120.523958,40716.9094006336,860.0,58811.36507358101,4983.7375404,19445.5361745738,3164.2539471,99799.1,4432.256824005,9415.025340526001,90639.693663,3033.8587179,44410.92183,42736.73812632
29/10/2030 09:00:00,550.0,10764.6273,22119.778958,43319.4570382376,860.0,42979.593698455996,4638.5230014,19547.3833947738,2942.0544285,99799.1,4100.688828585,9134.237408206,145542.262654,2806.4123442,42400.69809,42982.246308896
29/10/2030 10:00:00,550.0,10754.1117,22085.508958,42655.4933423806,860.0,43497.5967,4384.4401062,19417.1208150738,2777.9992569,99799.1,3869.4645315,8932.160263342,184850.461233,2616.4254402,41437.7850656,43438.283153376
29/10/2030 11:00:00,0.0,10741.3101,22043.788958,41745.7101181916,860.0,42279.8817,4256.801235,19400.5346091738,2695.1367213,99799.1,3739.844319957,8815.60076311,205700.89772100002,2492.4654405,43824.524841,43660.047708864004
29/10/2030 12:00:00,0.0,10742.2245,22046.768958,41411.0092091936,860.0,41558.3097,4206.6858194999995,19327.1176842738,2666.3100552,99799.1,3633.570775953,8760.043505998,205665.388143,2430.9560943,45277.167149,43823.940973344
29/10/2030 13:00:00,0.0,10744.0533,22052.728958,43979.6960946116,860.0,41558.3097,4231.5982668,19327.1176842738,2681.0602551,99799.1,3608.910096336,8749.301285110001,181086.738652,2417.5359459,46729.938248,43531.798012192005
29/10/2030 14:00:00,0.0,10747.2537,22063.158958,46640.6734389689,860.0,46590.8997,4327.6923252,19514.2259187738,2742.0897582,99799.1,3649.425280893,8811.674804542,134065.75719,2437.131096,46718.243797,43203.23829408
29/10/2030 15:00:00,0.0,10749.9969,22072.098958,50466.108008725605,860.0,45221.2717,4519.0358685,19672.9187937738,2863.1727216,99799.1,3823.482027792,8949.466115878,75112.121877,2526.6529311,47354.649752,43660.493849008
29/10/2030 16:00:00,550.0,10747.2537,22063.158958,69117.1333071013,860.0,51371.2307,7419.505893030774,19653.9652635738,2999.9392587,99799.1,3980.850314265,9091.857711406,24427.796096,2631.0312954,48949.164283000006,45391.295217712
29/10/2030 17:00:00,550.0,10761.1983,22108.603958,48651.5914494,860.0,69854.01670000001,8517.050918230996,19447.910966773798,3067.6654656,99799.1,4092.5734218,9202.52014099,2680.4790759999996,2718.4972644,52185.951958,47218.906303952
