snapshot,EN_NorthEast,EN_NorthWest,EN_Yorkshire,EN_EastMidlands,EN_WestMidlands,EN_East,EN_London,EN_SouthEast,EN_SouthWest,EN_Wales,Scotland,NorthernIreland
2030-08-02 18:00:00,1266.8911738904128,3435.3995376144576,2596.929404292683,2335.8598294780886,2697.169541982887,2957.9237684311934,4295.644248618928,4267.660619759625,2655.527625369691,1695.0778261604994,2772.3616389000313,888.4316591008297
2030-08-02 19:00:00,1239.7287790808539,3361.7438989200073,2541.250729418552,2285.7785374021196,2639.3416989309203,2894.505303711779,4203.544794895453,4176.161140517736,2598.5925931628753,1658.7350256927116,2712.9216625684944,869.3835103859698
2030-08-02 20:00:00,1208.3130352885905,3276.5545520194883,2476.853352206331,2227.8550350130563,2572.458616120399,2821.1561659316785,4097.023523046261,4070.3337929240283,2532.74212610523,1616.7013200421488,2644.1740031466306,847.3526193714417
2030-08-02 21:00:00,1136.3698895476678,3081.4679852278614,2329.3811190245424,2095.2082002999705,2419.2940306801365,2653.1840897593393,3853.086106322037,3827.9854868755083,2381.9422666474165,1520.4426724148354,2486.7394724272776,796.9011128420658
2030-08-02 22:00:00,1014.2421128284935,2750.2969136175498,2079.0382158776392,1870.0322944439363,2159.2880203884138,2368.0414816267244,3438.9878061110376,3416.5847967257005,2125.9505196161113,1357.0378823733665,2219.48497559417,711.2566742911843
2030-08-02 23:00:00,925.3618349301495,2509.2823167146694,1896.8475021898032,1706.1572315701076,1970.0648389732087,2160.5247730423907,3137.621704240398,3117.181920079829,1939.6487770719614,1238.11765358543,2024.986601954496,648.9276799924214
2030-08-03 00:00:00,889.5948922275323,2412.293924219101,1823.53084554214,1640.2111058064156,1893.9181971341116,2077.0165032520927,3016.346834798083,2996.697086017545,1864.677772159087,1190.2621212916954,1946.7171326164387,623.8454275455358
2030-08-03 01:00:00,874.932633919969,2372.5346169887043,1793.475501786513,1613.1772287884744,1862.7027325868255,2042.7832216248805,2966.631557851889,2947.3056752432644,1833.944246826777,1170.6442808245724,1914.6314386679157,613.5632385597593
2030-08-03 02:00:00,856.9053461856373,2323.6504371764904,1756.5223722977603,1579.9390011325363,1824.3232313292012,2000.6933057988979,2905.5064853356935,2886.578797094268,1796.1572911863814,1146.5240909187237,1875.181987919436,600.9212583479012
2030-08-03 03:00:00,850.7177353352666,2306.871635735302,1743.8387346729885,1568.5304508768425,1811.1500118236822,1986.2465391141873,2884.526171075184,2865.7351574030754,1783.1874545604473,1138.2451778080062,1861.6415234252904,596.5820779297569
2030-08-03 04:00:00,881.9574478747103,2391.5836427529593,1807.875275259346,1626.1293915824165,1877.6583299003987,2059.184681034948,2990.4505742632487,2970.9695245885287,1848.6689429209277,1180.0433567775751,1930.003970365906,618.4895236624649
2030-08-03 05:00:00,1025.1115633021868,2779.771351439057,2101.3188948541574,1890.0730945167911,2182.4287220997617,2393.419356671186,3475.842820476311,3453.199722064994,2148.733949322108,1371.5810135121908,2243.2707972576472,718.8790842636236
2030-08-03 06:00:00,1208.0057887072599,3275.721398560699,2476.223544612854,2227.288542040444,2571.804498278139,2820.4388099468742,4095.9817429492805,4069.298799419675,2532.0981072649865,1616.2902295886752,2643.5016497090833,847.1371568316196
2030-08-03 07:00:00,1292.1512477661352,3503.8966965663835,2648.708617815046,2382.433673445094,2750.947406482975,3016.9007148723645,4381.293508239804,4352.751924169458,2708.4752071180687,1728.8753551009106,2827.638730770348,906.1457688877837
2030-08-03 08:00:00,1317.5481800513016,3572.7649713064793,2700.7683697412085,2429.259853261884,2805.0166380247824,3076.1971968431435,4467.406813274777,4438.304251006871,2761.709657458266,1762.8559981555836,2883.2153124564625,923.9558532511417
2030-08-03 09:00:00,1323.2051769323102,3588.104919101382,2712.3643314489286,2439.6900717701174,2817.0601978829613,3089.405091788761,4486.58797628007,4457.360459868952,2773.5672753845292,1770.42495922602,2895.594624482233,927.9229304777424
2030-08-03 10:00:00,1330.125018624243,3606.869294004895,2726.5489281476707,2452.44868953276,2831.792312709771,3105.5614630984564,4510.051063542746,4480.670698737335,2788.071939364217,1779.6835841610387,2910.7374434151834,932.7756017740467
2030-08-03 11:00:00,1335.7505676561634,3622.12396539371,2738.0804266673276,2462.820925343726,2843.768921134023,3118.6959339471996,4529.125596416856,4499.620972101645,2799.8636395275876,1787.210468569511,2923.047937524914,936.7206255951808
2030-08-03 12:00:00,1320.7993616899096,3581.5811254704354,2707.4327852569227,2435.254294413952,2811.9382965474942,3083.7880204612397,4478.430585477889,4449.256209732863,2768.5244516839643,1767.2060212814854,2890.3299340133344,926.2358065389652
2030-08-03 13:00:00,1302.578784736795,3532.172807747628,2670.0834430025157,2401.659685301633,2773.147288915495,3041.246815064217,4416.6501277651605,4387.878215841471,2730.332342964329,1742.8272138435648,2850.4575048540723,913.4582785666771
2030-08-03 14:00:00,1292.1805041274818,3503.9760303657768,2648.768588794882,2382.487615536281,2751.0096923117494,3016.969022307437,4381.392707699824,4352.850477402576,2708.536531308634,1728.9144995913095,2827.702753012796,906.1662854705696
2030-08-03 15:00:00,1320.5385746486945,3580.8739552736033,2706.898212477866,2434.7734622902644,2811.3830895344495,3083.179137706662,4477.5463356095515,4448.377720239154,2767.9778165770535,1766.8570928651982,2889.7592488559294,926.0529246399725
2030-08-03 16:00:00,1344.1828646127553,3644.9896303085156,2755.365320874189,2478.36816739345,2861.7210033562355,3138.3835694003533,4557.716961382324,4528.026080920312,2817.538557448744,1798.4927317104145,2941.500490587133,942.63393506451
2030-08-03 17:00:00,1338.132824405345,3628.583876002673,2742.9636816208904,2467.213266184517,2848.84066721411,3124.2580011603372,4537.2031075040395,4507.645862892713,2804.8570823256364,1790.3978856697174,2928.261074502702,938.3912286901412
2030-08-03 18:00:00,1314.9668266408232,3565.765174879178,2695.47699767019,2424.5004233585973,2799.521021716669,3070.1702809051876,4458.654225712481,4429.608681472077,2756.2988886143103,1759.4021932686574,2877.566488532874,922.1456298156473
2030-08-03 19:00:00,1272.6689217459666,3451.0669230383137,2608.772886673731,2346.512685381407,2709.470176684921,2971.413591442166,4315.234841605274,4287.123591404086,2667.6383491311713,1702.808349884191,2785.005192540701,892.4834152571324
2030-08-03 20:00:00,1208.5872999794142,3277.2982692475016,2477.4155520659865,2228.3607168641447,2573.042516605126,2821.7965161563457,4097.953471542247,4071.257683345354,2533.317011681952,1617.0682813135631,2644.774181696624,847.5449527299204
2030-08-03 21:00:00,1113.4313682106927,3019.2661266794175,2282.3607262878436,2052.914772385301,2370.4586749974355,2599.627478999359,3775.308528197144,3750.7145845258547,2333.860885743631,1489.7513394222678,2436.542677376261,780.8150361618195
2030-08-03 22:00:00,991.9370410231417,2689.812765534606,2033.316295929061,1828.9068037170969,2111.8012578747935,2315.9638419609505,3363.3580634856626,3341.447737974004,2079.1969107934406,1327.1940935717882,2170.674369994816,695.6148162067693
2030-08-03 23:00:00,912.8888180889527,2475.4595250084794,1871.2797621481132,1683.159819012337,1943.5101973322794,2131.4029086400024,3095.3294820187525,3075.165207137302,1913.5041156550014,1221.4289792078873,1997.6916660321783,640.1807384440104
2030-08-04 00:00:00,835.1124250654278,2264.5550762784183,1711.8502814119188,1539.7578000469205,1777.9268207395182,1949.811429996525,2831.6132905609925,2813.1669735919827,1750.4772002165275,1117.3655506119871,1827.4921312384474,585.6385557239456
2030-08-04 01:00:00,815.319893955478,2210.8841267725193,1671.2786781960197,1503.2648641924113,1735.7891745322497,1903.6000430880881,2764.5028124234113,2746.493681264976,1708.9901220667455,1090.88349651018,1784.179765411904,571.7586648428536
2030-08-04 02:00:00,792.1988764768463,2148.1873976514607,1623.8841968191864,1460.6349548063124,1686.5652905805462,1849.6173423164478,2686.1064451574625,2668.6080208263425,1660.5262114274303,1059.947986930501,1733.5836106425438,555.5446092538793
2030-08-04 03:00:00,775.88653747447,2103.9536047092574,1590.4464448787614,1430.5587034393775,1651.8368586343352,1811.5314701845377,2630.7962443594724,2613.6581338815686,1626.333955811517,1038.1223678831836,1697.887014263199,544.105269630735
2030-08-04 04:00:00,773.6738470892716,2097.9535032934023,1585.9107745367921,1426.4790044941353,1647.1261137528556,1806.3653046784202,2623.2936814534864,2606.204445818028,1621.6959406722683,1035.1618275578526,1693.0449425295633,542.553578190687
2030-08-04 05:00:00,833.819556872447,2261.0492354580715,1709.2001031681816,1537.374044489196,1775.1743469803102,1946.7928553657443,2827.2295661086814,2808.8118065599315,1747.7672222222227,1115.6357159969587,1824.662923603061,584.7319071835178
