snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,Nuclear,Oil,PV,SCGT,SCGT_CHP,Wind,Wind offshore
2030-01-01 00:00:00,1937.3581594954,43.674616333089,2239.4363533845003,51.766024236757,9013.402618577467,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1034.717752657902,13889.3857064094
2030-01-01 01:00:00,1937.3581594954,43.756816886508,2239.4363533845003,51.863453732409,7499.23817344734,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1078.8548096789568,13782.6355544844
2030-01-01 02:00:00,1937.3581594954,43.383010224667004,2239.4363533845003,51.420393521682,6568.877242084801,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1208.989817946664,13503.2753552238
2030-01-01 03:00:00,1937.3581594954,42.888245235477,2239.4363533845003,50.833965555668,5520.701587033343,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1292.207014403027,13499.786604958099
2030-01-01 04:00:00,1937.3581594954,42.895201758995,2239.4363533845003,50.842210884315996,4686.831224507267,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1344.413664626636,13780.3811781964
2030-01-01 05:00:00,1937.3581594954,42.870782941747,2239.4363533845003,50.813268098099,4670.666541176753,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1347.0296328602149,13815.8263666158
2030-01-01 06:00:00,1937.3581594954,42.913373902078,2239.4363533845003,50.86374970201,5973.671447615192,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1433.660065663235,13710.6088502941
2030-01-01 07:00:00,1937.3581594954,42.862406719533,2239.4363533845003,50.803340049289,7876.214146457991,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1565.549489974303,13656.9359689905
2030-01-01 08:00:00,1937.3581594954,46.286294020649,2239.4363533845003,54.861556191659,11736.482410531247,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1597.641269930698,13894.3284068132
2030-01-01 09:00:00,1937.3581594954,47.614564103555,2239.4363533845003,56.435909147107,12860.460095425473,685.8999999994867,3895.00000001,0.0,574.25764009929,0.0,0.0,1609.185560123189,14265.173209282
2030-01-01 10:00:00,1937.3581594954,68.661313061427,2239.4363533845003,81.381898560108,12025.412547236509,685.8999999994867,3895.00000001,0.0,3363.1224747508,0.0,0.0,1585.78142905966,14446.169943961
2030-01-01 11:00:00,1937.3581594954,69.981774801512,2239.4363533845003,82.946996554771,12323.472741583726,685.8999999994867,3895.00000001,0.0,4866.6055377998,0.0,0.0,1417.947140598707,13799.5724280021
2030-01-01 12:00:00,1937.3581594954,69.899432278231,2239.4363533845003,82.849398787267,13109.753543744933,685.8999999994867,3895.00000001,0.0,5192.6930591372,0.0,0.0,1281.43723032008,13355.4195063029
2030-01-01 13:00:00,1937.3581594954,69.804596406533,2239.4363533845003,82.736993082444,14158.690404881434,685.8999999994867,3895.00000001,0.0,5000.8201484881,0.0,0.0,1039.6520848015011,12615.9275291006
2030-01-01 14:00:00,1937.3581594954,69.872599973197,2239.4363533845003,82.817595376607,18035.49878636036,685.8999999994867,3895.00000001,0.0,3530.5658583588997,0.0,0.0,1013.633321787371,11903.5655132267
2030-01-01 15:00:00,1937.3581594954,69.849884794407,2239.4363533845003,82.790671854495,20470.29090279557,685.8999999994867,3895.00000001,0.0,1215.49865717481,0.0,0.0,1040.940509045995,11073.905532528799
2030-01-01 16:00:00,1937.3581594954,69.984756168758,2239.4363533845003,82.950530267122,21698.6628115818,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1181.295202525835,11028.8905718488
2030-01-01 17:00:00,1937.3581594954,75.967224427023,2239.4363533845003,90.0413446313,21698.6628115818,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1401.576370122381,11038.940488215001
2030-01-01 18:00:00,1937.3581594954,70.959947190592,2239.4363533845003,84.10639072573599,21698.6628115818,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1693.641746621839,11079.4812710509
2030-01-01 19:00:00,1937.3581594954,70.262875139765,2239.4363533845003,83.280175140994,21537.634339812357,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1953.107682077093,11147.9019816904
2030-01-01 20:00:00,1937.3581594954,70.478527368884,2239.4363533845003,83.535780329063,18925.48475277786,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,2117.761549562306,11163.5484390325
2030-01-01 21:00:00,1937.3581594954,70.577906276341,2239.4363533845003,83.65357073826699,16232.841335592875,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,2199.35755296673,10972.6773519764
2030-01-01 22:00:00,1937.3581594954,70.624756332696,2239.4363533845003,83.70910050258,12981.325142820511,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,1888.7871984994272,11450.7081590304
2030-01-01 23:00:00,1937.3581594954,70.650168939086,2239.4363533845003,83.73922119301,10567.561751912503,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,2002.069192064016,11179.298338143
2030-01-02 00:00:00,1937.3581594954,71.785927881308,2239.4363533845003,85.085397298523,7987.3682293527745,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,2043.5694738108061,11629.1933087022
2030-01-02 01:00:00,1937.3581594954,71.778687418001,2239.4363533845003,85.076815425871,5790.792238850574,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,2215.547336703868,12898.9147502683
2030-01-02 02:00:00,1937.3581594954,71.824259745521,2239.4363533845003,85.130830742115,3141.175083228547,685.8999999994867,3895.00000001,0.0,0.0,0.0,0.0,2424.45907870243,14296.177755439
