snapshot,Austria,Belgium,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Norway,Switzerland,UK
29/07/2030 06:00:00,1.5916157281026244e-12,4.547473508864641e-13,0.0,2.2737367544323206e-13,0.0,9.094947017729282e-13,-1.1368683772161603e-13,3.410605131648481e-13,-2.7284841053187847e-12,0.0,-9.094947017729282e-13,0.0,4.547473508864641e-13,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,9.094947017729282e-13,0.0,4.547473508864641e-13,-2.2737367544323206e-13,4.547473508864641e-13,-1.8189894035458565e-12,4.547473508864641e-13,0.0,0.0,-2.109277374984231e-08
29/07/2030 07:00:00,9.094947017729282e-13,-1.3642420526593924e-12,-9.094947017729282e-13,0.0,-9.094947017729282e-13,9.094947017729282e-13,8.526512829121202e-14,4.547473508864641e-13,9.094947017729282e-13,-1.8189894035458565e-12,6.821210263296962e-13,1.7053025658242404e-13,0.0,-9.094947017729282e-13,-1.1368683772161603e-13,0.0,-1.3642420526593924e-12,9.094947017729282e-13,-2.2737367544323206e-13,0.0,0.0,0.0,2.9558577807620168e-12,4.547473508864641e-13,0.0,0.0,-3.476588972262107e-08
29/07/2030 08:00:00,4.547473508864641e-13,-6.821210263296962e-13,0.0,-2.2737367544323206e-13,-2.2737367544323206e-13,1.3642420526593924e-12,-1.6342482922482304e-13,-9.094947017729282e-13,0.0,-1.8189894035458565e-12,-1.1368683772161603e-12,-6.821210263296962e-13,0.0,9.094947017729282e-13,0.0,0.0,-1.8189894035458565e-12,3.637978807091713e-12,4.547473508864641e-13,0.0,0.0,1.7053025658242404e-13,-3.637978807091713e-12,1.8189894035458565e-12,0.0,9.094947017729282e-13,-2.6861926016863436e-08
29/07/2030 09:00:00,0.0,-7.389644451905042e-13,4.547473508864641e-13,2.2737367544323206e-13,-4.547473508864641e-13,4.547473508864641e-13,-1.1368683772161603e-13,1.1368683772161603e-13,1.0913936421275139e-11,-2.7284841053187847e-12,-4.547473508864641e-13,-9.094947017729282e-13,0.0,1.8189894035458565e-12,2.842170943040401e-14,0.0,0.0,1.8189894035458565e-12,0.0,0.0,0.0,2.2737367544323206e-13,2.2737367544323206e-12,0.0,-4.547473508864641e-13,0.0,-5.080892151454464e-09
29/07/2030 10:00:00,0.0,9.094947017729282e-13,-4.547473508864641e-13,0.0,0.0,0.0,0.0,-4.547473508864641e-13,6.366462912410498e-12,-6.139089236967266e-12,-1.4779288903810084e-12,-4.547473508864641e-13,0.0,-9.094947017729282e-13,0.0,0.0,3.637978807091713e-12,-4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,-4.547473508864641e-13,0.0,4.547473508864641e-13,-4.547473508864641e-13,0.0,-1.8917489796876907e-09
29/07/2030 11:00:00,9.094947017729282e-13,-4.547473508864641e-13,-9.094947017729282e-13,0.0,0.0,0.0,0.0,1.1368683772161603e-13,2.2737367544323206e-12,-1.0686562745831907e-11,-6.821210263296962e-13,2.2737367544323206e-13,0.0,-1.8189894035458565e-12,0.0,0.0,0.0,-2.5011104298755527e-12,0.0,2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,0.0,-4.547473508864641e-13,-4.547473508864641e-13,9.094947017729282e-13,-4.177854862064123e-08
29/07/2030 12:00:00,0.0,-1.0231815394945443e-12,0.0,0.0,-9.094947017729282e-13,-9.094947017729282e-13,-1.1368683772161603e-13,1.4779288903810084e-12,5.4569682106375694e-12,0.0,-9.094947017729282e-13,2.2737367544323206e-13,0.0,-9.094947017729282e-13,0.0,0.0,1.8189894035458565e-12,0.0,0.0,4.547473508864641e-13,0.0,-2.2737367544323206e-13,2.7284841053187847e-12,1.3642420526593924e-12,-9.094947017729282e-13,4.547473508864641e-13,-2.4160954126273282e-08
29/07/2030 13:00:00,9.094947017729282e-13,9.094947017729282e-13,-4.547473508864641e-13,2.2737367544323206e-13,-9.094947017729282e-13,-2.2737367544323206e-13,0.0,-4.547473508864641e-13,7.275957614183426e-12,7.275957614183426e-12,1.3642420526593924e-12,6.821210263296962e-13,0.0,-9.094947017729282e-13,0.0,-1.1368683772161603e-13,3.637978807091713e-12,0.0,0.0,0.0,2.2737367544323206e-13,0.0,-9.094947017729282e-13,9.094947017729282e-13,-2.2737367544323206e-13,1.3642420526593924e-12,9.387804311700165e-09
29/07/2030 14:00:00,0.0,0.0,0.0,2.2737367544323206e-13,0.0,0.0,-2.1316282072803006e-14,4.547473508864641e-13,1.4551915228366852e-11,-1.8189894035458565e-12,9.094947017729282e-13,2.2737367544323206e-13,0.0,9.094947017729282e-13,0.0,0.0,1.8189894035458565e-12,-2.7284841053187847e-12,0.0,2.2737367544323206e-13,1.9895196601282805e-13,2.2737367544323206e-13,1.3642420526593924e-12,-4.547473508864641e-13,4.547473508864641e-13,2.2737367544323206e-12,-1.2921645975438878e-08
29/07/2030 15:00:00,0.0,-6.821210263296962e-13,0.0,0.0,-9.094947017729282e-13,0.0,0.0,-7.958078640513122e-13,0.0,2.7284841053187847e-12,1.8189894035458565e-12,2.2737367544323206e-13,0.0,2.7284841053187847e-12,0.0,0.0,0.0,1.8189894035458565e-12,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,1.3642420526593924e-12,9.094947017729282e-13,1.8189894035458565e-12,-1.3642420526593924e-12,-2.6921043172478676e-10
29/07/2030 16:00:00,0.0,9.094947017729282e-13,1.1368683772161603e-13,0.0,-4.547473508864641e-13,4.547473508864641e-13,1.1368683772161603e-13,-9.094947017729282e-13,9.094947017729282e-12,2.0463630789890885e-12,9.094947017729282e-13,0.0,0.0,0.0,1.1368683772161603e-13,0.0,9.094947017729282e-13,-1.8189894035458565e-12,0.0,0.0,-4.547473508864641e-13,0.0,2.7284841053187847e-12,2.7284841053187847e-12,1.8189894035458565e-12,9.094947017729282e-13,3.7488234738702886e-08
29/07/2030 17:00:00,9.094947017729282e-13,9.094947017729282e-13,2.2737367544323206e-13,0.0,0.0,9.094947017729282e-13,0.0,0.0,-9.094947017729282e-13,1.3642420526593924e-12,-1.8189894035458565e-12,2.8421709430404007e-13,0.0,0.0,0.0,-1.1368683772161603e-13,0.0,0.0,0.0,-4.547473508864641e-13,0.0,1.1368683772161603e-13,0.0,2.7284841053187847e-12,0.0,0.0,-1.1369593266863376e-08
29/07/2030 18:00:00,0.0,0.0,-2.2737367544323206e-13,2.2737367544323206e-13,-9.094947017729282e-13,0.0,0.0,2.2737367544323206e-13,-7.275957614183426e-12,2.7284841053187847e-12,-9.094947017729282e-13,7.958078640513122e-13,0.0,3.637978807091713e-12,0.0,0.0,0.0,1.8189894035458565e-12,0.0,-9.094947017729282e-13,2.8421709430404007e-13,0.0,9.094947017729282e-13,1.8189894035458565e-12,0.0,1.8189894035458565e-12,-4.736466507893056e-08
29/07/2030 19:00:00,0.0,2.2737367544323206e-13,0.0,0.0,9.094947017729282e-13,0.0,-1.1368683772161603e-13,7.958078640513122e-13,1.0913936421275139e-11,4.547473508864641e-12,-9.094947017729282e-13,-2.2737367544323206e-13,0.0,1.8189894035458565e-12,-5.684341886080802e-14,0.0,0.0,9.094947017729282e-13,0.0,4.547473508864641e-13,1.7053025658242404e-13,2.2737367544323206e-13,-3.183231456205249e-12,-9.094947017729282e-13,1.8189894035458565e-12,2.2737367544323206e-13,-3.75330273527652e-08
